id,text,type
335,Ho lottato tanto per arrivare a fare qualcosa che non ha un valore umano,2
336,Ho ricevuto molestie da alcuni del personale e il proprietario non ha fatto nulla,2
337,"Non vengono considerate le mie competenze, devo eseguire senza pensare",2
338,Devo andare in ufficio,2
339,"Ambiente senza alcuna meritocrazia, una violenza emotiva",2
340,Lo stress dei risultati,2
341,Perchè potrei usare quel tempo per qualcosa di davvero utile per la società.,2
342,Non è retribuito abbastanza. io non vivo per lavorare ma vorrei fosse meglio pagato.,2
343,"Io amo il mio lavoro ma odio i turni, il part-time spezzato e i commenti della gente",2
344,Odio lavorare dopo l'orario di lavoro,2
345,Il lavoro che invade la mia vita privata/il non avere tempo per una vita privata.,2
346,Se sei brava e cresci deve esserci per forza qualcosa sotto.,2
347,Se provo ad esprimere un mio pensiero vengo etichettata come polemica.,2
348,Vorrei lavorare le mie 40 ore ma appena dico di no agli straordinari vengo additata come pigra e svogliata,2
349,Se mi rifiuto di fare gli straordinari mi minacciano con il turno fisso di notte (alienante e non sicuro),2
350,Incasso ogni giorno le molestie sessuali e verbali dei superiori: Tanto non c'è nessuno che può sentirli.,2
351,Perchè ad oggi mi rendo conto che è stato il motore della mia vita e non sono felice dove mi ha condotto,2
352,Vedere il lavoro come unica via di appagamento,2
353,Il precariato è la nuova schiavitù,2
354,"Tutto ciò che ruota intorno la ""cultura aziendale"" è pura propaganda",2
355,"I messaggi sulla chat a ogni ora, il non rispetto delle disposizioni contrattuali",2
356,Sono obbligata a passare la maggior parte del mio tempo a lavorare e non vivere la mia vita,2
357,Dover per forza essere diversa da come sono per essere accettata.,2
358,L'overtime viene percepito come impegno e merito invece che come un problema.,2
359,"Il settore parrucchieri fa pietà: troppe ore, poca retribuzione e addio vita sociale.",2
360,"Dover sottostare a orari e giorni prestabiliti, vivo questa cosa come una sorta di prigionia.",2
361,"Se sei senza esperienza non vieni ascoltato, sei percepito solo come un peso e senza alcun valore",2
362,Perchè non mi da la possibilità di godermi la vita: troppo stress e poco tempo libero,2
363,L'azienda non rispetta i miei valori,2
364,Mi avvisano sempre all'ultimo momento dei turni di lavoro e non posso appellarmi a nulla. Non ho una vita al di fuori del mio lavoro.,2
365,"Occupa tutto il tempo ""attivo"". Troppe ore per salari troppo bassi: il tempo è denaro!",2
366,Perchè sono costretta a farlo per vivere.,2
367,"Il non senso di quello che si fa, la disorganizzazione, la fretta e l'invasione della sfera personale e privata.",2
368,Mi impedisce di coltivare qualsiasi altro interesse perchè non ho tempo e sono sempre stanca.,2
369,Non mi lascia spazio per fare altro.,2
370,Perchè sono costretta a farlo quando invece vorrei dedicarmi allo studio con più calma.,2
371,Barattiamo la nostra cosa più importante della vita (il tempo) per una manciata di euro.,2
372,Enorme discrepanza tra ciò che faccio (lavoro ben retribuito) e i miei ideali.,2
373,Devo ritenermi fortunata che ho un lavoro.,2
374,Non tanto per il sacrificio in sé ma per il tempo e le energie che sottrae (troppe).,2
375,Non ho un lavoro ma lo vorrei tanto.,2
376,Perché la critica costruttiva viene vista solo come una lamentela verso il privilegio di avere un lavoro.,2
377,Il tempo libero che non esiste più.,2
378,Lo faccio solo perchè mi serve del denaro per vivere. Non c'è alcuna vocazione o inclinazione.,2
379,"Non ho un datore di lavoro ma un ""donatore"" di lavoro: ""perchè pagarti? ti ho già dato un posto""",2
380,Non c'è spazio per i giovani e le donne.,2
381,Andare in pensione a 65 anni anni e passa: quando posso godermi la vita? Non ne ho il tempo.,2
382,Lavorare 8h per 5 giorni o più alla settimana e faticare per avere 1 mese di ferie.,2
383,Perchè ormai si vive solo per lavorare.,2
384,Sono sottoposta a continuo stress e mi sento derubata del mio tempo.,2
385,Aumento del carico di lavoro senza aumento della forza lavoro.,2
386,"Ambiente tossico, soprattutto per donne giovani. Si vive una costante percezione di inutilità.",2
387,"Faccio ricerca, vivo un precariato perenne ed ho uno stipendio ridicolo che basta a stento per arrivare alla fine del mese.",2
388,"40 ore settimanali che diventano 50, si lavora solo per sopravvivere (affitti, cibo ecc) ma non resta nulla alla fine.",2
389,Ogni stimolo alla ricerca di una soluzione più inclusiva o sostenibile viene ucciso in partenza.,2
390,"Limita i miei interessi culturali, quelli che formano la mia persona.",2
391,Mi fa sentire in gabbia.,2
392,"Io non odio il mio lavoro ma odio il fatto che il mio talento sia sottopagato e devo ""pregare"" per ottenere un permesso.",2
393,"Lo stesso linguaggio è terribile: ""padrone"" e ""capo"" come se fossimo merci.",2
394,Paga misera per turni massacranti in un lavoro pieno di responsabilità.,2
395,"Odio tutto il tempo che il lavoro mi porta via (anche nel ""tempo libero"" sottoforma di stress/ansia/insonnia).",2
396,"""Devi sorridere"". Il cliente prima di tutto.",2
397,Mancanza di visione aziendale a lungo termine per il percorso lavorativo.,2
398,"""hai il lusso di fare un lavoro che ti piace (campo artistico) e pretendi pure di essere pagata?""",2
399,Perchè le mail con le cose da fare in serata sono inammissibili.,2
400,Perchè è una gara a chi lavora di più e un vanto per chi lavora tanto.,2
401,"Quando lavorare fuori orario è ""se hai voglia di lavorare"" ma a me invece pare poco professionale una richiesta del genere.",2
402,Sto davanti al computer 8 ore su file excel.,2
403,Vorrei svolgerlo senza sentir l'obbligo di mandare in pezzi la mia vita.,2
404,Il nostro responsabile non si cura minimamente delle nostre problematiche.,2
405,"Il lavoro ruba 5/7 della mia vita, quasi tutto il mio tempo ed energie. Rimane pochissimo tempo per gli affetti.",2
406,Potrebbe essere l'occasione di creare qualcosa con altri ma si riduce a guerra tra poveri.,2
407,Vorrei smettere di dover subordinare i rapporti umani al lavoro.,2
408,Non vengo considerata come persona ma come mezzo per raggiungere gli obiettivi aziendali.,2
409,Distrugge la mia vita privata e mi logora fisicamente con turni massacranti.,2
410,"Odio la selezione, il fatto di doversi sempre ""vendere bene"", sponsorizzarsi ecc.",2
411,Non ci sono opportunità di crescita dignitose e guadagno una frazione di quello che meriterei.,2
412,Poco tempo libero per me.,2
413,"Mi devo svegliare alle 5:30, devo fingermi cristiana e nascondere il mio orientamento sessuale.",2
414,"Troppe ore spese in un ambiente poco sano, pieno di rivalità e guerre intestine.",2
415,Mi impedisce di disporre del mio tempo (l'unica cosa che conta davvero) come vorrei.,2
416,Le ore passate in ufficio contano più della bravura e del talento.,2
417,"La sensazione di ricevere un ""favore"" ogni volta che lavoro.",2
418,Il lavoro è considerato lo specchio del valore: fai lavoro x allora vali x,2
419,Devo interfacciarmi con persone che pensano di essere più qualificate di me nel mio lavoro.,2
420,"L'ambiente tossico e costruito sui ""non detti"" con la speranza di vedere il collega fallire.",2
421,Manager che non capiscono che se il dipendente ha ALMENO il minimo garantito è più invogliato ad impegnarsi e a lavorare meglio.,2
422,Inibisce la mia vita.,2
423,Non vengo considerata come persona ma sono solo un ingranaggio sostituibile.,2
424,Sono obbligata ad essere sempre gentile e sorridente solo perché donna.,2
425,Arrivo a lavorare anche 11 ore e sento di non avere tempo ed energie per dedicarmi ad altro.,2
426,"Mi toglie una marea di tempo per vivere, mi isola e mi aliena dal mondo.",2
427,Il lavoro è un ricatto: fai qualcosa contro la tua volontà perché se no non sopravvivi.,2
428,Sono il dipendente di una società partecipata dal comune e non riesco a crescere professionalmente. ,2
429,Mi fa sentire costantemente sotto pressione e giudicata,2
430,Perchè mi occupa letteralmente tutta la giornata.,2
431,Perchè risucchia tutto il tempo per me.,2
432,Toglie praticamente la maggior parte del proprio tempo e devi sentirti colpevole se osi chiedere un permesso,2
433,Occupa troppo tempo (in rapporto alla paga da sussistenza).,2
434,Non mi permette di essere me stessa.,2
435,Giornate intere spese in un lavoro insoddisfacente solo per pagarmi le spese e non resta tempo per fare altro nella giornata.,2
436,Subisco ogni giorno continue pressioni.,2
437,Priva del tempo personale.,2
438,Perchè nonostante tutte le ore e l'impegno tutto ritorna come prima il giorno dopo.,2
439,"""semplicemente"" perchè è sfruttato, questo basta per odiarlo in generle.",2
440,"Odio lavorare, non è naturale. Viviamo in una distopia senza rendercene conto.",2
441,Odio il dover seguire indicazioni contrastanti e talvolta senza senso.,2
442,Non c'è meritocrazia.,2
443,Il problema sussiste anche quando non hai un lavoro e fatichi a trovarne uno e ti senti un fallito.,2
444,Mail e messaggi dopo l'orario lavorativo.,2
445,"Turni di 24 ore consecutive in un ospedale di 300 posti letto, siamo solo 2 medici.",2
446,Si pretende che io possa lavorare giorno e notte senza pause davanti un PC solo perchè essendo un lavoro creativo si da per scontato che diventi totalizzante.,2
447,Odio il lavoro per il pochissimo tempo libero che mi lascia.,2
448,Ho una laurea e sono pagata 7 euro l'ora. Non ho nessuna gratificazione e prospettiva di carriera o di crescita. ,2
449,"C'è poca meritocrazia, le condizioni lasciano a desiderare e fanno di te quel che vogliono.",2
450,Lavorare extra a gratis è ritenuto normale (cuoca).,2
451,Mi lascia pochissimo tempo libero.,2
452,Ruba tempo alla mia vita.,2
453,In quanto persona affetta da malattia cronica non riesco a star dietro ai mille impegni che richiede la mia mansione.,2
454,Non prendere mai ferie è considerato normale.,2
455,Non avere libertà spaziale e temporale.,2
456,Le persone vengono considerate come risorse da sfruttare.,2
457,"Nonostante lavorassi 8 ore non ho nulla da poter dedicare a me, ne tempo ne soldi.",2
458,Lavoro con i super ricchi... devo aggiungere altro?,2
459,Non c'è legame fra impegno e avanzamento. Questo smorza ogni entusiasmo e spegne ogni ambizione.,2
460,Perchè se fai un lavoro che ti piace allora deve andarti bene essere sfruttato e lavorare fino a tardi.,2
461,Il lavoro è troppo stressante con straordinari non pagati e non stacchi mai (digital marketing).,2
462,Lavoro con persone con cui non ho niente in comune: si basa tutto sul denaro. ,2
463,"Disponibilità 24/7, mangio sempre davanti al computer e mi sembra di non staccare mai.",2
464,Sembra che non ci siano ormai altre attività in grado di dare dignità e senso alla vita.,2
465,"Non poter ammettere che si lavori perchè si deve, bisogna essere sempre iper entusiasti.",2
466,Mi ruba la vita!,2
467,"Lo stress costante e dover sempre lavorare ""di più"" per essere considerata valida.",2
468,Schiavizza le persone.,2
469,Mi impedisce di vivere.,2
470,Non è inclusivo e la vita del lavoratore è pari a zero. Si guarda solo al profitto,2
471,Si è sempre in costante competizione.,2
472,Come artworker non sono tutelato e spesso mi ritrovo a lavorare in cambio di visibilità.,2
473,Ritmi insostenibili dal punto di vista psicofisico.,2
474,Si tratta di un lavoro di mera esecuzione in cui non usi il cervello,2
475,Perchè non si lavora più per vivere ma si vive per lavorare. ,2
476,"Non si ha più il tempo di godersi la vita, di fare altro. ",2
477,Non posso gestire liberamente il mio tempo.,2
478,"Mi pagano poco, mi controllano con le telecamere e sbagliano apposta per vedere se sono attenta.",2
479,Perchè si pensa esclusivamente al risultato e non alla formazione.,2
480,Devo stare in piedi 10 ore al freddo/caldo sempre con la stessa divisa e non posso mai neanche riposare 5 minuti.,2
481,Con la tecnologia di cui disponiamo è ormai inutile lavorare così tanto.,2
482,La quantità di ore settimanali che si dedicano al lavoro sono sproporzionate rispetto al compenso,2
483,Mi sento solo un numero in un grande ingranaggio (multinazionale) ma mi pago le cure mediche.,2
484,Sento che quello che faccio non migliora assolutamente il mondo in cui viviamo.,2
485,"Occupa tutto il giorno, è un problema anche fare cose come nutrirsi e andare in bagno.",2
486,Da dipendente devo lavorare anche quando vorrei fare altro.,2
487,Alla fine muori.,2
488,Non mi permette di avere abbastanza tempo da dedicare al mio sviluppo intellettuale.,2
489,Tutto è dato per scontato e dovuto.,2
490,Lo stipendio è basso.,2
491,"Si scrive ""gavetta"" e si legge ""sfruttamento""",2
492,Se esci alle 18 significa (per loro) che hai poco carico di lavoro.,2
493,Si guarda all'orario di uscita dall'ufficio piuttosto che agli obiettivi raggiunti.,2
494,Nella visione odierna serve solo a far arricchire qualcuno e non a migliorare la propria vita.,2
495,Lavoro in un posto occupato da soli uomini e mi sembra sempre di dover dimostrare qualcosa in più rispetto agli altri.,2
496,Si notano le mancanze (poche) e non si notano mai le qualità. Mi sembra sempre di dover servire un padrone.,2
497,Non mi lascia vivere.,2
498,Sentirsi sempre sottovalutata e vedere che i propri sforzi non vengono riconosciuti. ,2
499,Il tempo per la creatività è ridotto al minimo.,2
500,"Organizzato male e frenetico, paura di sbagliare e mi lascia poco tempo per me stessa. ",2
501,"Impiego la mia vita facendo il mio lavoro, in sostanza uno spreco di potenzialità.",2
502,Non poter sfruttare le mie competenze e non incidere su cose sbagliate che decidono gli altri.,2
503,"Limita il campo delle mie possibilità: so, voglio fare ed imparare molto di più di quello che faccio attualmente.",2
504,Odio l'idea di presenzialismo: ci hanno tolto lo smartworking per l'insensata paura che non lavorassimo.,2
505,Odio lavorare davanti al PC dalle 8 del mattino alle 8 di sera.,2
506,Non ha orari.,2
507,Non ricevo alcuna gratificazione per l'impegno e la responsabilità di cui mi faccio carico.,2
508,Mi sento solo un numero e non una risorsa.,2
509,"Non mi lascia spazio per coltivare gli interessi, per gestire la famiglia.",2
510,"Il lavoro è sottopagato. Sono donna e sotto di due livelli, non ho nessun aumento perché ""c'è la crisi""",2
511,Non vengo mai premiata per i miei meriti.,2
512,"Sto chiusa in ufficio con orario fisso, obbligatoriamente ",2
513,Perchè se lavori nella moda è peggio che salvare vite umane.,2
514,Tutto è dovuto.,2
515,Per me è divenuto sinonimo di identificazione e realizzazione e so che questo è sbagliato.,2
516,"Odio avere a che fare con una superiore maleducata, scortese e iper controllante. ",2
517,Sento che sto perdendo il mio tempo.,2
518,Il dipendente deve stare zitto e buono perché il padrone lo paga e non puoi opporti al suo volere.,2
519,"Odio il sistema che spesso può essere sessista, classista, omofobo.",2
520,Parlano di dedizione quando invece è sfruttamento,2
521,Devo fingere di stare bene anche quando sto malissimo.,2
522,"Sono una libera professionista: lavoro sempre, non sono ricca ma solo schiava e stressata. ",2
523,Odio dover dedicare così tante ore e avere così poco tempo per me stessa. ,2
524,Odio il non rispetto dell'orario: non è giusto dover essere sempre reperibili.,2
525,"Perchè mi sfruttano, non ho abbastanza tempo per vivere ed ho degli orari massacranti. ",2
526,"Orari totalizzanti, stage, p. iva trattata come dipendente, ansia da competizione. ",2
527,"Lavoro da casa, non ho interazioni con gli altri, non cresco, non mi entusiasmo più. ",2
528,"Perché si tratta di una ""non-vita"", uno stato vegetativo ad occhi aperti.",2
529,"Per lo stigma sociale. Lavoro nella PA e sono spesso costretta agli straordinari ma ""beata te che lavori nel pubblico"".",2
530,Il fatto che il numero di ore lavorative non si possa contrattare e sia quasi scontato dover dare tutto il possibile per il lavoro. ,2
531,"Che non c'è sera o mattina, sono 400 lavori tutti belli e tutti precari.",2
532,Non mi permette di avere tempo per vivere la mia vita come vorrei.,2
533,Perchè non siamo liberi di scegliere di fare ciò che ci aggrada.,2
534,"Perchè credo che il concetto stesso di lavoro sia legato a quello di ""dovere"".",2
535,Perché lo stress sta diventando insopportabile. ,2
536,Odio essere una falsa p. iva perchè di fatto sono vincolata come una dipendente ma ho zero tutele. ,2
537,"Odio sentirmi giudicata continuamente, avere poco controllo/tempo per la mia vita!",2
538,Bisogna fare finta di lavorare anche quando ci sono quei RARI momenti di stallo. ,2
539,"Sembra esserci una perenne competizione a chi è ""più martire di tutt*"".",2
540,Porta via il tempo alla vita privata ed è mal retribuito. ,2
541,Odio la romanticizzazione della fatica e del sacrificio.,2
542,Non ho voce in capitolo su come vorrei lavorare.,2
543,"Odio il lavoro perché, secondo l'etica lavorista, definisce la mia identità. ",2
544,Odio la routine sicuramente. Poi il fatto che mi termina le energie per fare altro la sera.,2
545,Le donne che fanno figli sono ritenute inutili ed inaffidabili.,2
546,Una paga bassissima rispetto a quanto in realtà mi adopero.,2
547,"Il non rispetto degli orari lavorativi, neanche gli straordinari fossero pagati!",2
548,Non lo odio ma sicuramente non mi riconosco in tanti aspetti.,2
549,"Ho lavorato tanto in fabbrica, mi prendeva tutto il tempo che avevo. Anche quando ero fuori dal lavoro mi sentivo prosciugato, vuoto, spento. Inoltre, ho subito un grave incidente sul luogo di lavoro, questo mi ha fatto riflettere su come il lavoro mi avesse reso uno schiavo.",1
550,Viene preteso troppo da me per quello che sono pagato.,2
551,Impossibile miglioramento dei processi e valorizzazione delle competenze (PA).,2
552,Occupa troppe ore nell'arco di una giornata.,2
553,Perchè toglie tempo alla vita.,2
554,La costante paura di perderlo e il senso di precarietà che è ormai insito in ogni contratto. ,2
555,Lo odio perchè non lo ho.,2
556,"Mi sento come se mi strappasse da quello che sento importante per me, i miei progetti, le mie passioni. Non imparo nulla e devo stare seduta per 8 ore al pc.",2
557,Mi obbliga ad essere servizievole (faccio la commessa).,2
558,Toglie tempo alle cose che voglio realmente fare e alle persone a cui tengo.,2
559,I capi che creano instabilità tra i colleghi.,2
560,"Sono stata stalkerata dal mio superiore, una volta riferito al capo mi hanno ""invitata"" a licenziarmi.",2
561,"Ho pochissimo tempo libero per viaggiare, per la mia crescita personale e le persone a cui tengo.",2
562,Viene utilizzato come parametro di giudizio per il mio valore come persona.,2
563,"Non c'è abbastanza spazio per la cultura, la riflessione e l'attenzione all'altro.",2
564,Perché il lavoro non è vita.,2
565,Sono sottopagata ma devo fare punteggio.,2
566,"Tempo organizzato male, imprevisti che diventano ordinari perché non ci si organizza prima.",2
567,"Disponibilità obbligatoria, vengo contattata sul mio cellulare privato anche fuori orario.",2
568,Perchè essendo un lavoro creativo ci si aspetta che io lo faccia gratis o per due spicci.,2
569,Perchè ho lavorato in un ambiente tossico e maschilista in cui si gridava per ogni sciocchezza. ,2
570,Perchè non sono libera di esprimermi liberamente (e sarebbe un lavoro creativo).,2
571,"Per essere ""vista"" non è sufficiente lavorare 8 ore, così devo ridurre il tempo per me.",2
572,Chi sta sopra di me sa meno/è classista/sessista/razzista e non sa organizzare il lavoro.,2
573,Quando sei giovane tutti ti sminuiscono e credono di doverti continuamente spiegare tutto come se tu non sapessi fare il tuo lavoro. ,2
574,"Non è stimolante, ti senti inutile.",2
575,Perchè è precario e non ho nessun controllo sulla mia carriera.,2
576,Sembra che ad esso sia legato tutto il mio valore come essere umano.,2
577,Ingloba spesso la sfera della vita privata. Non si è più liberi di essere se stessi neanche sui social. ,2
578,Io amo il mio lavoro e sono privilegiata ma odio dover lavorare così tanto tempo.,2
579,Non sono pagata adeguatamente alle mie mansioni si lavoro.,2
580,Non sono in regola dal 2008 ma per tutti sono cog***** io che mi adeguo.,2
581,"Odio il fatto che tolga tempo per me stessa e le mie passioni, che sia così totalizzante. ",2
582,Non vengono rispettati limiti e pause.,2
583,"Vengo contattata nel mio unico giorno libero, obbligata ad annullare i miei impegni e a recarmi sul posto di lavoro.",2
584,La paga non è proporzionata allo sforzo e non è adeguata all'affitto.,2
585,Lavoro in ospedale: non esistono festivi e weekend e non posso avere ferie neanche a natale. ,2
586,La salute mentale è spesso messa in secondo piano.,2
587,"Senza lavoro, come ora, sento che la mia persona non sia considerata in nessun modo.",2
588,Turni di lavoro che cambiano dall'oggi al domani e senza preavviso.,2
589,Ruba il tempo alla mia famiglia senza essere utile.,2
590,Perchè ho sempre paura di non essere pagato!,2
591,Mi telefonano in continuazione e fatico a mantenere il filo di quello che faccio.,2
592,Per il costante pensiero di non poter stare senza: una trappola.,2
593,La produttività è la sola motivazione di un holding.,2
594,Sono un ingranaggio abusato e sottopagato.,2
595,Toglie tempo alla vita.,2
596,Ti sfruttano e pretendono che tu sia felice.,2
597,Lo odio perchè è totalizzante e invade tutti gli altri ambiti della mia vita.,2
598,Perchè è totalizzante: nel tempo libero sei troppo stanco per coltivare altri progetti personali.,2
599,Ad oggi è davvero difficile trovare un'azienda che valorizzi i suoi lavoratori.,2
600,Non c'è considerazione del dipendente che non viene visto come una risorsa da valorizzare.,2
601,Devi lavorare 8 ore anche quando non c'è nulla da fare.,2
602,Potrei farlo in metà del tempo ma devo lo stesso stare al computer 40 ore a settimana.,2
603,Mi porta via tempo prezioso in cambio di pochi soldi e nessuna certezza.,2
604,Il lavoro mi toglie la vita sociale soprattutto nei weekend (cameriera).,2
605,"Sei solo un numero che non conta nulla, conta solo la produttività.",2
606,Mi esaurisce e mi toglie la voglia di fare altro anche nel poco tempo libero che mi resta.,2
607,La gerarchia ingiusta.,2
608,Vogliono che sia lo scopo della mia vita.,2
609,"Ridicolizza i giovani, è un sistema che non vuole migliorarsi ma autoproteggersi.",2
610,Odio dover cedere il mio tempo all'azienda e comportarmi come se non mi appartenesse davvero. ,2
611,L'annullamento dell'individuo per la realizzazione degli obiettivi del padrone.,2
612,La tossicità di alcune colleghe.,2
613,Perchè non ne ho uno serio: da un anno e mezzo passo da uno stage all'altro.,2
614,Da quando sono dipendente lo amo! Prima lo odiavo perchè vivevo per lavorare.,2
615,Perchè devo confinare tutta la mia vita al weekend.,2
616,"Non vengo pagata in maniera adeguata, dopo anni e anni di studi alle spalle.",2
617,"Infinite ore, alta formazione ma paga minima. ",2
618,Perchè i manager che hanno fatto fallire l'azienda sono ancora là mentre noi o sfruttati o licenziati.,2
619,Mi facevano sentire un mostro e malata.,2
620,Devo lavorare anche quando non c'è lavoro.,2
621,Perchè vengo sempre considerata poco e tutti i corsi di formazione e aggiornamento sono praticamente inutili.,2
622,"Perchè mi raggiunge sempre e comunque con chiamate, chat, e-mail.",2
623,Mi ruba il tempo.,2
624,"Competitività, performance, 8 ore al PC, lavoro solo per se stessi invece che per la comunità.",2
625,Da ricercatore devo lavorare per passione non per guadagno o carriera.,2
626,Sono circondata da persone che non apprezzano e valorizzano il mio lavoro e mi sminuiscono e demotivano.,2
627,Da libera professionista vengo pagata poco e costantemente in ritardo.,2
628,"Il direttore di un posto per cui lavoro gioca con le paure dei dipendenti per farli sentire costantemente ""in pericolo"".",2
629,Vorrei vivere di più invece di far ingrassare il c**o di qualcun'altro. ,2
630,L'impossibilità di ottimizzare il tempo! Stare in ufficio tutto il giorno non ha senso!,2
631,Odio avere la p. iva ma essere trattata da dipendente e odio gli orari disumani che ti precludono la vita.,2
632,Odio lavorare a ore e non a obiettivi e l'obbligatorietà della presenza fisica in studio (smart=nullafacente).,2
633,Avanzare e ottenere un lavoro solo tramite conoscenze o posizioni sociali.,2
634,"Non c'è merito per le competenze, è accettata solo la devozione.",2
635,"Ho 28 anni, non vedo prospettive, ho voglia di ammazzarmi.",2
636,La retribuzione non è adeguata al carico di responsabilità.,2
637,Commessa part-time. Per full devi aspirare a crescere ed accettare il trasferimento entro 50 km.,2
638,Sono architetta: odio il mio lavoro perché non c'è più tempo per la creatività.,2
639,Non mi hanno mai dato il trasferimento a casa facendo leva sul mio modo di comunicare: essere onesti e diretti va contro il loro modo di essere.,2
640,Vivo per lavorare.,2
641,"Laurea inutile, salario da fame e contratti brevi per lavori insignificanti. ",2
642,Odio non poter prendere le ferie quando voglio o mi servono. Doverle prendere quando non serve.,2
643,Non ho più tempo per me.,2
644,Non dà alcun contributo alla società.,2
645,Il lavoro si espande oltre il suo orario fino ad invadere anche il tempo libero.,2
646,Essere tirocinante e non considerata al pari dello staff nonostante le 40 ore lavorate a settimana. ,2
647,Solo se lavoro vengo considerata una persona completa e degna di rispetto.,2
648,"Il responsabile HR non ascolta/non lascia parlare ma vomita la retorica del ""siamo una famiglia"".",2
649,Ho subito violenza psicologica.,2
650,"Ho deciso di dimettermi ma sono ""privilegiata"" perchè posso farlo.",2
651,La donna parte da una situazione di svantaggio.,2
652,Lo straordinario è considerato la cartina di tornasole dell'impegno.,2
653,Perchè lo pago con troppo del mio tempo.,2
654,"Il capo crede di sapere tutto: micro gestisce, da sempre la sua opinione per primo e critica sempre. ",2
655,Non do un vero contributo alla società.,2
656,Non mi sento libera di licenziarmi perchè ho il terrore di non trovare un altro impiego.,2
657,Sono pagata sotto la media del contratto nazionale.,2
658,Perchè per lavorare in un settore devi avere requisiti di almeno altri 2/3 e titoli su titoli che non servono.,2
659,Vieni identificato con quello: tu non sei più tu ma il tuo lavoro.,2
660,Perdo tempo ed energie in qualcosa che non mi interessa.,2
661,Non mi permette di avere un'altra vita oltre quella lavorativa. Mi sento in gabbia.,2
662,"Fagocita tutta la giornata, lasciando briciole di tempo.",2
663,"Perché non basta fare il proprio lavoro. Bisogna appartenere all'azienda, al gruppo.",2
664,Non posso prendere le ferie perchè ho quelle imposte dal calendario scolastico.,2
665,"Capo despota e misogino, collega che si accanisce con cattiveria.",2
666,"Il dover lavorare minimo 40 ore settimanali e ""vivere"" solamente nelle ore che avanzano.",2
667,Si tratta di sfruttamento e perdita di sanità mentale.,2
668,Ne dipende la mia sopravvivenza e ci si aspetta che io ringrazi per poterlo fare.,2
669,Mi tiene lontana da mia figlia e mio figlio.,2
670,Non mi sento supportata.,2
671,Non vengo retribuito.,2
672,"Ci si deve accontentare di qualsiasi lavoro, accettando così una paga non equa.",2
673,La retribuzione non va di pari passo con la prestazione ed il tempo impiegato.,2
674,Non vengo retribuito in maniera adeguata. Amo il mio lavoro ma devo farne altri per poter vivere. ,2
675,Toglie tempo a chi amo.,2
676,Le pause non pagate mi fanno sentire come una macchina che si accende e si spegne.,2
677,"Non produce un cambiamento positivo nel mondo, aggiunge solo rumore.",2
678,Orari lunghi ed estenuanti quando si potrebbero organizzare meglio i turni.,2
679,"Chiedere un contratto invece di una finta p. iva genera un ridico sconcerto, è un'offesa.",2
680,"L'università è totalizzante, ogni secondo è potenziale studio quindi colpa tua se non lo fai. Tutto per poi essere valutati sommariamente sugli argomenti.",2
681,Perchè ti porta a lavorare tanto e male.,2
682,Non posso non lavorare perchè la mia famiglia ne ha bisogno.,2
683,Il lavoro è un ricatto.,2
684,Il lavoro è impossibile da conciliare con lo studio come vorrei.,2
685,Viene considerato un vero lavoro solo quello per cui annulli completamente la tua vita.,2
686,Perchè ti porta a lavorare tanto e male.,2
687,Odio il non poter disporre del mio tempo.,2
688,Assorbe gran parte della giornata.,2
689,"Odio il lavoro perchè devo fare 8 ore sempre, tutti i giorni, anche quando il ""compito"" è terminato.",2
690,Se non sei abbastanza forte vieni sfruttato e deriso da tutti.,2
691,Il fatto che tutti siano schiavi del lavoro rende la vita privata povera di amicizie e passioni.,2
692,Guadagno troppo poco per quello che faccio.,2
693,"Ho il lavoro ""perfetto"" quindi non posso lasciarlo.",2
694,Dedicare almeno 40 ore a settimana per un salario minimo per far guadagnare milioni ai capi.,2
695,Se non fai gli straordinari e non sei sempre disponibile allora non vali nulla.,2
696,"Pur di finire il lavoro arretrato vengono richieste ore di lavoro extra, ovviamente non retribuite.",2
697,Mi toglie il tempo per vivere.,2
698,Mi sminuisce e toglie valore.,2
699,Nella mia azienda chi non sorride e non è gentile sbaglia.,2
700,Non riesco ad identificarmi in un'unica professione.,2
701,"Perchè non ho del tempo libero, dove lavoro non c'è nessuna organizzazione e ogni giorno ti cambiano i turni.",2
702,Odio il mio lavoro perchè è a contatto con la gente.,2
703,Odio il non essere liberi. Non avere il tempo di poter vivere tutto ciò che non riguardi il lavoro.,2
704,Vieni definito adulto e maturo quando fai questa vita alienante da 9 ore in ufficio.,2
705,"Odio dover avere a che fare con le persone, quasi sempre arroganti, giudicanti e arriviste.",2
706,Ho lasciato il posto fisso per il maschilismo e il razzismo non riconosciuto. Processi assurdi.,2
707,Ruba il mio tempo.,2
708,"Sembra di non essere mai all'altezza di meritare più salario,",2
709,Io che ho provato cosa significa non averlo per un anno odio stare senza lavoro.,2
710,Perchè sento che mi priva del tempo per fare cose che quando avrò 70 anni mi piacerà ricordare e che mi rendono felice nel presente.,2
711,Non esiste revisione sui salari nonostante il costo della vita aumenti a dismisura ogni giorno.,2
712,"Retribuzione non appropriata, sovraccarico lavorativo e stress.",2
713,"Il lavoro è noioso, ripetitivo e non mi stimola.",2
714,Odio l'approccio paternalista. Il compiacimento del capo vince spesso sul merito.,2
715,"Vorrei avere gli orari flessibili, odio dover andare a lavorare presto la mattina.",2
716,A volte è quasi impossibile far combaciare gli orari con le cose che vorrei fare.,2
717,Orario che occupa tutta la giornata.,2
